Nazwa,Telefon,Adres,"Godziny otwarcia","Strona internetowa","Opinia 1","Opinia 2","Opinia 3","Opinia 4","Opinia 5","Opinia 6",Typ,"Wysokość cen",Latitude,Longitude
"Salon YES","501 481 437","aleja Jana Pawła II 30, 93-570 Łódź, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://yes.pl/,"Bardzo miła obsługa:) Pani z 23.02 pozwoliła mi na dużo przymiarek, nie czułam się w ogóle skrępowana, co zdarzało się w innych salonach u konkurencji. W efekcie kupiłam sobie piękną przywieszkę z cyrkonią:) bardzo dziękuję za miłe towarzystwo i doradztwo👌👍🏼","Bardzo miła i pomocna obsługa, polecam każdemu:))","Bardzo polecam. Zostalem przemile obsluzony, dostalem odpowiedz na wszystkie pytania i udalo mi sie sfinalizowac zakup. Najlepszy punkt w Lodzi.","Super obsługa. Pani pozwoliła rozglądać się, przymierzać i wszystko oczywiście w bardzo miłej atmosferze! W salonie porządek, duży wybór! :)","Super salon, przemiła obsługa znająca się na rzeczy,  potrafiąca doradzić i dobrać odpowidnią biżuterię do okazji. W 100% polecam ten sklep!!!😍",,"jewelry_store, store, point_of_interest, establishment",,51.7501683,19.4395359
"Jubiler Wira","42 633 06 21","Piotrkowska 29, 90-001 Łódź, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",,"Super Salon bardzo duży wybór biżuterii złotej i srebrnej. Polecam",,,,,,"jewelry_store, store, point_of_interest, establishment",,51.772493,19.4553591
"Domańscy. Firma jubilerska","42 683 19 43","plac Władysława Stanisława Reymonta 3/4, 93-003 Łódź, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–14:00, niedziela: Zamknięte",https://www.jubiler-domanscy.pl/,"Bardzo dziękuję Panią z salonu w Porcie Łódź za wspaniałą i profesjonalną obsługę. Panie ekspedientki świetnie znają się na swojej pracy potrafią doradzić I pomóc w wyborze. Zakupy w tym sklepie to czysta przyjemność. Firma godna polecenia.","Super jakość usług i przemiła obsługa. Oddawałam do zmniejszenia pierścionek z białego złota - po poprawce pasuje i wygląda idealnie. Nawet dostałam malutki kawałeczek złota wycięty z pierścionka. Cena usługi bardzo przystępna i 100% zadowolenia :)","Jubiler w Pasażu Łódzkim od kilku lat jest """"naszym sklepem"""", którego nie wypada ominąć idąc na inne zakupy - wysoka kultura osobista i profesjonalizm na najwyższym poziomie i do tego duży wybór precjozów - POLECAM","Profesjonalna i sympatyczna obsługa sprawia, że klient jest zadowolony mogę  polecić usługi tego salonu",,,"jewelry_store, store, point_of_interest, establishment",,51.7426306,19.4633558
"Tous Renoma","518 867 417","40 Świdnicka C.C, Renoma, 50-950 Wrocław, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://touspolska.pl/?utm_campaign=local_seo&utm_content=ee428682-a719-4a85-9fe9-6150575c168f&utm_medium=organic&utm_source=google_gmb,"Najlepszy Tous w mieście. Dla obsługi 100☆. Mino że trochę się zmieniają to za każdym razem dobierają super ludzi. Dominik jest od zawsze super, teraz Pani blondynka w krótkich włosach bardzo mi pomogła z reklamacją. Naprawdę rewelacyjna obsługa.  Zawsze uśmiechnięta, pomocna, doradzi, pokaże. Mega wysoki piziom obsługi i kultury. Wszystkim polecam ten salon Tous.","Bardzo udany prezent dla bliskiej osoby. Piękna ekspozycja biżuterii sprawiła, że wybór był trudny. W wyborze pomogła Pani Weronika, doradziła, przekazała jak dbać o biżuterię, dawno nie spotkałam się z tak rzetelną obsługa klienta jak w Tous Renoma.","Najlepszy salon ❤️ pomocny sympatyczna załoga zawsze doradzi. Nie ma problemu z niczym . Naprawdę polecam 😁","Cudowna obsługa 💗",,,"jewelry_store, point_of_interest, store, establishment",,51.103763,17.03202
"Tous Jewelry","508 433 612","Sucha 1, 50-086 Wrocław, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://www.tous.com/pl-pl/?utm_campaign=local_seo&utm_content=995cd0c2-a048-47c5-b8d3-a95ab25a0f8e&utm_medium=organic&utm_source=google_gmb,"Dziękuję za miłą atmosferę, za poświęcony czas na doradztwo! Pełen profesjonalizm! To już moje kolejne zdobycze zakupione w Tous i wiem, że to nie ostatnie. Z przyjemnością wrócę po kolejne """"perełki"""" :) Polecam w 100% !",,,,,,"jewelry_store, point_of_interest, store, establishment",,51.096519,17.034922
Lilou,"797 334 359","Świdnicka 3/5, 50-064 Wrocław, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 11:00–15:00, niedziela: Zamknięte",https://lilou.pl/pl/butiki/26?utm_source=googlemaps&utm_medium=organic&utm_campaign=wizytowki,,,,,,,"jewelry_store, point_of_interest, store, establishment",,51.1086754,17.0324836
"Salon TOUS Pasaż Grunwaldzki","510 355 919","plac Grunwaldzki 22, 50-363 Wrocław, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",http://touspolska.pl/,"Świetna obsługa. Panie bardzo sympatyczne. :) Absolutnie nie zgadzam się ze swoim przedmówcą, dotyczącego negatywnego komentarza w kierunku P. Dominika. Pana Dominika znam już ładne pare lat, jak jeszcze pracował w innej galerii. Zawsze głównie wracam do Niego po zakup, gdyż wiem, że prezent dla mojej drugiej połówki okaże się strzałem w 10! Osoba uśmiechnięta, zaangażowana, dbająca o Klienta, jak i o każdy detal. Wszystkiego dobrego ! T.","Jestem bardzo zadowolona z obsługi, Panie są przemiłe, nie było problemu ze ściągnięciem kolczyków z innego oddziału-sklepu,a na dodatek były to zakupy robione przez telefon 😊,przesyłka przyszła błyskawicznie a wcześniej miałam telefon z informacją, że zakupy są gotowe i wysłane,szczerze polecam i pozdrawiam serdecznie załogę sklepu Tous,napewno skorzystam jeszcze nie raz 😊",,,,,"jewelry_store, store, point_of_interest, establishment",,51.1126561,17.0592248
Verona,"880 571 145","al. Gen. Józefa Hallera 52, 50-984 Wrocław, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://verona.pl/,"Szanowni Panstwo, W saloniku w CH Borek obslugiwala mnie przemila i niezwykle kompetentna pani Agnieszka, nie planowalam tak duzych zakupow, ale przy pomocy i zyczliwych poradach pani Agnieszki zrobilam sobie prezent oraz prezenty dla rodziny Dziekuje i pozdrawiam Joanna Slotwinska","Obsługa bardzo miła, Pani Marysia zawsze z chęcią doradzi i pomoże:) Aż chce się wracać!","Pani w subtelny i nienachalny sposób przedstawiła ofertę sklepu pokazała kilka produktów bez oznak zniecierpliwienia wprost przeciwnie. Bardzo dziękuje za pomoc w zakupie zupełnie nieplanowanym .","Bardzo miła obsługa! Na 100% wrócę.",,,"jewelry_store, store, point_of_interest, establishment",,51.0885276,16.9984062
"Jubiler Watch Center Ryszard Bliger","71 343 30 43","Marszałka Józefa Piłsudskiego 94, 50-017 Wrocław, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",http://www.rbliger.pl/,"Wspaniałe, rodzinne miejsce tworzone przez ludzi z fachem w ręku, artyzmem w duszy i życzliwością którą ciężko spotkać.  Piękny pierścionek zaręczynowy, niespotykany idelanie dopasowany i pasujacy do mnie.  Odebraliśmy również nasze obrączki ślubne, dwa  małe dzieła sztuki. Jesteśmy oczarowani.  Bardzo dziękujemy za piękny prezent jaki otrzymaliśmy od Państwa. Jest to nasz pierwszy prezent ślubny, który zapadnie w pamięci 💍💎.  Z serca polecam.","Wspaniały zakład jubilerski. Bardzo profesjonalne doradztwo i ogromny wybór biżuterii. Panowie potrafią naprawić, powiększyć, zmiejszyć praktycznie wszystko w jak najlepszym standardzie usług i cen. Pełen profesjonalizm i tradycja w jednym miejscu.","Przemiła obsługa, Pan właściciel fachowym okiem spojrzał na mój pierścionek który trzeba powiększyć zaproponował najlepsze rozwiązanie tak aby złoto nie uległo zniszczeniu , łańcuszek został naprawiony na miejscu trwało to kilka minut . Poprosiłam również o wymianę baterii w zegarku , niestety nie udało się ze względu na mało popularny model , za to zapisał jakiej należy szukać . Usługi naprawdę na jak najwyższym poziomie . Serdecznie polecam !",,,,"jewelry_store, store, point_of_interest, finance, establishment",,51.1002338,17.0349618
"Pracownia Jubilerska Quźniar Fox&Jewelry","695 911 117","Jana Ewangelisty Purkyniego 1, 50-149 Wrocław, Polska","poniedziałek: Zamknięte, wtorek: 10:00–16:00, środa: 11:00–16:00, czwartek: 11:00–16:00, piątek: Zamknięte, sobota: Zamknięte, niedziela: Zamknięte",https://www.qzniar.com/,"Biżuteria przepiękna, z serca. Nieoczywiste projekty, staranne wykonanie. Pani Dominika  potrafi uchwycić „to coś”,co sprawia, ze prace są wyjątkowe i dalekie od banału. Poza tym to  osoba bardzo pozytywna i pomocna w wyborze. Ma się wrażenie, ze biżuteria przez Nią stworzona ma dobrą energię projektantki.  Dla mnie to biżuteryjne  nr 1, niezmiennie od pierwszych kolczyków urodzinowych od córek. Wszelkie targi  biżuterii tylko mnie w tym utwierdzają. Noszę, bo daje mi radość i piękno.","Widać dużo serca włożonego w pracę obu artystek. Pozostaje tylko polecić :)",,,,,"jewelry_store, store, point_of_interest, establishment",,51.1101587,17.0394479
JUBILO,"513 928 784","Legnicka 58, 50-001 Wrocław, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://ekokarat.pl/?utm_source=wizytowka&utm_medium=wroclaw,"Najpiękniejsze obrączki ❤️ ale to nic przy cudownej obsłudze. Pani Magda od obrączek 200% frontem do klienta. Doradzi podpowie i pomoże ze wszystkim. Obrączki wykonane w ekspresowym tempie. Polecam z całego serca ❤️","Bardzo sprawna obsługa. Jasna informacja o tym na jakim etapie jest zamówienie. Bardzo szybka wysyłka. Towarze zarzutu, dokładnie taki jak w ofercie. Jestem zadowolona i będę jeszcze korzystać","Wszystko błyskawicznie i super👍 łańcuszek zabezpieczający dotarł kolejnego dnia rano. Dziękuję","Polecam sklep szybka wysyłka! Pierścionek super świeci się 🥰",,,"jewelry_store, store, point_of_interest, establishment",,51.1179434,16.9873319
YES,"507 127 231","plac Dominikański 3, 50-159 Wrocław, Polska","poniedziałek: 09:30–21:00, wtorek: 09:30–21:00, środa: 09:30–21:00, czwartek: 09:30–21:00, piątek: 09:30–21:00, sobota: 09:30–21:00, niedziela: 10:00–20:00",https://yes.pl/,"Przyszedłem do serwisu z zegarkiem, w którym była uszkodzona cewka. Nikt nie potrafił tego naprawiać,  a Pan z serwisu zrobił  to bez problemu. Uratował mój ulubiony zegarek.  Przy okazji oglądałem  nowe zegarki. W efekcie przyszedlem naprawić zegarek, a kupiłem jeszcze bransoletkę dla mojej dziewczyny.","Super salon YES. Profesjonalna obsługa. Bardzo duży wybór biżuterii. Długo szukałem też dobrego zegarmistrza i tam znalazłem. Najlepszy zegarmistrz we Wrocławiu Pan Piasecki.","W YES Galeria Dominikańska kupiłam ostatnio naszyjnik z perłami - jest śliczny. Wcześniej wybrałam złotą zawieszkę i zegarek oraz biżuterię na prezenty. Jak zawsze mogłam polegać na doradztwie Pań, które pozdrawiam.  Biżuteria w tym sklepie jest dobrej jakości i  zawsze można znaleźć nowości, a na dodatek można w sytuacji konieczności np. zmniejszenia bransolety czy wymiany paska zrobić to od ręki, bo mają serwis na miejscu.","Polecam wizytę w sklepie. Asortyment urozmaicony. Panie z uśmiechem i zaangażowaniem pomagają wybrać biżuterię. Chętnie do nich wracam :)","Fantastyczna obsługa. Panie z uśmiechem i zaangażowaniem doradziły mi zakup komunijnego prezentu.  Polecam.",,"jewelry_store, store, point_of_interest, establishment",,51.1081181,17.0392528
Apart,"71 346 83 30","plac Dominikański 3, 50-159 Wrocław, Polska","poniedziałek: 09:30–21:00, wtorek: 09:30–21:00, środa: 09:30–21:00, czwartek: 09:30–21:00, piątek: 09:30–21:00, sobota: 09:30–21:00, niedziela: 10:00–20:00",https://www.apart.pl/,"Lubię kupować tutaj złoto dla żony. Ceny Ok jakość Ok, obsługa może być!","Do wyboru obrączek (i nie tylko) polecam Panią Beatę. Bardzo miło spędzony czas i profesjonalne doradztwo :)","Dla mnie ok. Mam platynową kartę, a oprócz tego wysyłają mi specjalne rabaty do domu. Poza tym duży wybór. Na obsługę nie narzekam. Wszędzie gdzie jestem proszę o szybką pomoc: mówię czego szukam, wybieram, płacę... i po temacie :-). Uśmiech na twarzy obdarowanych bezcenny ;).",,,,"jewelry_store, store, point_of_interest, establishment",,51.1081221,17.0397129
Verona,"71 748 31 23","Sucha 1, 50-086 Wrocław, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://verona.pl/,"Wspaniała i przesympatyczna obsługa, konkretna, bardzo wykwalifikowana. Zakupy zrobiłam w przyjemnej atmosferze, czułam się zaopiekowana przez Panią w sklepie. Gorąco polecam! Do tego ceny na każdą kieszeń!","Jestem bardzo zadowolona z obsługi, wyszłam ze sklepu zadowolona i szczęśliwa. Polecam!","Drugi raz wracam zadowolona z zakupu:) duża zasługa dla Pani z obslugi:)","Uwielbiam ten sklep. Piękne rzeczy w fajnych cenach, nigdy nie było problemu żeby coś odpadło, urwało się itp. Możliwość zamówienia na wymiar i fantastyczna obsługa.",,,"jewelry_store, store, point_of_interest, establishment",,51.0964031,17.0349129
"Spark Biżuteria - Firma Corundum","71 341 96 10","Zachodnia 16, 53-643 Wrocław, Polska","poniedziałek: 07:30–15:30, wtorek: 07:30–15:30, środa: 07:30–15:30, czwartek: 07:30–15:30, piątek: 07:30–15:30, sobota: Zamknięte, niedziela: Zamknięte",https://spark-shop.com/,"Jestem zachwycona! Najpierw zakochałam się w zegarku. Jest bardzo elegancki i klasyczny ale jak tylko promienie słońca padną na tarczę zaczyna się cudownie mienić. Przyciąga wzrok, jest bardzo efektowny. Po 9 miesiącach użytkowania nie ma ani jednej rysy, mimo że noszę go prawie codziennie niezależnie czy idę do biura, do sklepu czy do lasu. Idealnie dopasowuje się do ręki.  Bransoletki też są cudowne. Przede wszystkim wykonane bardzo solidnie, z przyjemnego w dotyku materiału. One bardzo przyciągają wzrok a w słoneczne dni odbijają promienie i powstaje obraz jak w kalejdoskopie - na różnych powierzchniach nie rażąc przy tym w oczy. Uwielbiam patrzeć na tę grę kolorów!  Kolczyki.... Delikatne ale bardzo wyraziste. Mają taki piękny, głęboki kolor. Zakładam je bardzo często.  Kolejna zaleta to opakowania. Bardzo estetyczne i zrobione z ekologicznego materiału. Wszystkie produkty są super solidnie wykonane. Polecam!","Super tu się robi zakupy przez internet. darmowa dostawa, pieknie zapakowany produkt + gratis torebka na prezent , kupon rabatowy na nasępne zakupy a wszystko tak pieknie skomponowane. Jestem zachwycona. no i zapomnialam z tego wszystkiego że kolczyki są cudne!!!","Profesjonalna obsługa, szerokie spektrum usług 👌👌",,,,"jewelry_store, point_of_interest, store, establishment",,51.116589,17.009064
"Jubiler- Górczyńscy Naprawa. Wyrób. Sprzedaż bizuterii","71 322 33 22","Jedności Narodowej 86, 50-262 Wrocław, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: Zamknięte, niedziela: Zamknięte",https://facebook.com/jubilerwroclaw/?locale2=pl_PL,"Profesjonalnie zrobione za drobne","Zdecydowanie polecam usługę naprawy! Zerwany naszyjnik pięknie naprawiony, nie widać śladu, znów mogę nosić ulubioną ozdobę ❤","Wczoraj zaniosłem zerwany złoty łańcuszek Pan szybko i sprawnie wycenił naprawdę praca była skończona następnego dnia i w gratisie pan wykonał usługę polerowania łańcuszka. Serdecznie polecam.","Jestem bardzo zadowolony z tego, w jaki sposób mój Orzeł zyskał Moc. Swaróg też powinien być zadowolony.",,,"jewelry_store, store, point_of_interest, establishment",,51.1205227,17.0402474
W.KRUK,"783 784 305","Świdnicka 40, 50-950 Wrocław, Polska",,https://wkruk.pl/,"Dobrze zaopatrzony salon.Bardzo miła i profesjonalna obsługa☺☺☺",,,,,,"jewelry_store, store, point_of_interest, finance, establishment",,51.103442,17.0316714
"Kolet. Pracownia złotnicza","71 373 90 75","Dokerska 22, 54-142 Wrocław, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: Zamknięte, niedziela: Zamknięte",https://www.zloto.wroclaw.pl/,"Porządna firma. Terminowe i porządnie wykonane powiększenie obrączki. Miła, fachowa obsługa. Polecam!","Super, tania naprawa i biżuteria jak nowa!","Chyba zależy na kogo się trafi, miałam do czynienia z dosyć mrukliwym panem oraz bardzo życzliwą panią. Niemniej usługa zmiany rozmiarów obrączek wykonana dobrze, szybko i niedrogo. Oczywiście można było poprzymierzać próbniki żeby dobrać odpowiedni rozmiar. Wykonane zostały także grawery, usługa również bez zarzutu. Mały minus za niewielki wybór biżuterii dostępnej na miejscu - innym razem próbowałam kupić łańcuszek i niemal nie było z czego wybierać.","Najlepszy jubiler. Szybka naprawa, bardzo mila obsługa","Bardzo profesjonalna i miła obsługa, informuje o wszystkich ważnych aspektach dotyczących obróbki lub samej biżuterii, chętnie doradzi, zamówienie wykonane błyskawicznie, kilka dni przed czasem. Ceny są bardzo przystępne. Zmniejszałam tu dwa pierścionki, zaręczynowy i obrączkę, oba wyglądają nawet lepiej niż przed zmniejszeniem. Mam też stąd srebrny, piękny łańcuszek, ślicznie wykonany, bardzo dobrej jakości, zapakowany od razu w pudełeczko. Z całego serca polecam :)",,"jewelry_store, store, point_of_interest, establishment",,51.1396178,16.9635797
"Galeria Mystica","508 438 507","Hala Targowa, Piaskowa 17/piętro I, lok. 166, 50-359 Wrocław, Polska","poniedziałek: 10:30–17:00, wtorek: 10:30–17:00, środa: 10:30–17:00, czwartek: 10:30–17:00, piątek: 10:30–17:00, sobota: 10:30–15:00, niedziela: Zamknięte",http://www.facebook.com/mysticawroclaw,"Bogaty asortyment w korzystnych cenach, ponadto Panie widać, że znają się i chętnie doradzą. Gorąco polecam!","Uwielbiam to miejsce i odwiedzam zawsze, kiedy tylko jestem w okolicy. Kupiłam u dziewczyn już kilka talii kart i książki. Poza tym, że prowadzą sklepik, mają też dużą wiedzę na temat tego, co sprzedają, a to nie jest oczywiste :)","Zaspokoi wszystkie potrzeby - kadzidła z podstawkami, minerały, literatura, talie tarota, świece intencyjne, biżuteria, różdżki : )","Polecam, profesjonalna obsługa (widać, że Panie prowadzą to miejsce z pasją), stale powiększający się asortyment. Kupiłam tam już kilka talii Tarota i nie tylko. Jestem zadowolona z każdego zakupu. Dziękuję i pozdrawiam! :)","Bardzo piękny kryształ górski mam właśnie z tego sklepu:) prawdziwy jak coś",,"jewelry_store, point_of_interest, store, establishment",,51.1124681,17.0404183
"Salon TOUS Stary Browar","668 041 938","Półwiejska 42, 61-001 Poznań, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",http://touspolska.pl/,"Rewelacyjna i pomocna obsluga",,,,,,"jewelry_store, point_of_interest, store, establishment",,52.402126,16.926232
FREYWILLE,"61 667 13 94","Stary Browar, Półwiejska 42, 61-888 Poznań, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",http://www.freywille.com/,"Chorowałam na pierścionek tej marki długo, wreszcie się zdecydowałam i to wtedy kiedy salon w Warszawie przestał istnieć i musiałam się wybrać do Poznania (online nie mogłam się zdecydować między wersje ultra, diva i miss oraz dobrym rozmiarem). Ale dzięki temu odkryłam przepiękny Stary Browar - dziękuję. Produktów marki nie muszę chyba zachwalać - to arcydzieła! Adekwatnie do wysokiej jakości produktów zachowuje się obsługa sklepu - po miłym kontakcie telefonicznym bez żadnego problemu czekały na mnie w sklepie trzy zamówione wersje pierścionka do przymierzenia i wybrania. Dziękuję!","Inspirujące miejsce, polecam!",,,,,"jewelry_store, store, point_of_interest, establishment",,52.402267,16.925653
Pandora,"61 646 15 25","C.H. Avenida, Salon partnerski, Matyi 2, 61-586 Poznań, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 09:00–20:00",https://pl.pandora.net/pl/,"obsługiwana przez bardzo miłą kobietę, która chętnie rozmawiała i pomagała w doborze rozmiaru.  Nie mówię dobrze po polsku, ale ona mnie rozumiała i wspierała.  Zakup jest zadowolony.  polecam","Byłam z córką i jesteśmy bardzo zadowolone z Obslugi. Pani była bardzo miła i pokazała wszystko co chciałyśmy obejrzeć. Zakupy udane😍",,,,,"jewelry_store, store, point_of_interest, establishment",,52.4021636,16.9139994
"ONYX GOLD","664 310 369","Galeria MM, Święty Marcin 24, 61-805 Poznań, Polska","poniedziałek: 10:00–19:00, wtorek: 10:00–19:00, środa: 10:00–19:00, czwartek: 10:00–19:00, piątek: 10:00–18:00, sobota: Zamknięte, niedziela: Zamknięte",http://www.onyxgold.pl/,"Gorąco polecam! Świetna obsługa. Piękne nietuzinkowe wyroby.","Profesjonalna i rzetelna obsługa. Pani bardzo dobrze doradza. Polecam.",,,,,"jewelry_store, store, point_of_interest, establishment",,52.4061501,16.9277632
"Bijou Brigitte",,"Pleszewska 1, 61-136 Poznań, Polska","poniedziałek: 10:00–22:00, wtorek: 10:00–22:00, środa: 10:00–22:00, czwartek: 10:00–22:00, piątek: 10:00–22:00, sobota: 10:00–22:00, niedziela: Zamknięte",https://www.bijou-brigitte.com/,,,,,,,"jewelry_store, store, point_of_interest, establishment",,52.3964356,16.9555068
"MARGOT Studio","61 852 48 45","Ignacego Paderewskiego 7, 61-770 Poznań, Polska","poniedziałek: 11:00–17:30, wtorek: 11:00–18:00, środa: 11:00–18:00, czwartek: 11:00–18:00, piątek: 11:00–18:00, sobota: 11:00–14:00, niedziela: Zamknięte",https://margot-studio.pl/sklep,"Można tu znaleźć ciekawą biżuterię. Pomoc w zakupie wzorowa - nie nachalna, uprzejma.","Jedno z niewielu miejsc, gdzie jeszcze można kupić autorską biżuterię, ciekawą biżuterię.  Przesympatyczna właścicielka, która osobiście czuwa nad ofertą, bardzo sprawna obsługa - zamówiłam bransoletkę  po południu w sobotę 21.12, w Wigilię 24.12 już ją miałam na ręce :-) Bardzo polecam :-)","Oryginalna biżuteria. Są rzeczy, których nie znajdziesz w sklepach sieciowych i tych mniejszych pracowniach. Dlatego warto zajrzeć, a potem to już rzecz gustu. Ja się wybieram zakupić coś na specjalną okazję.","Bardzo duży wybór przepięknej, oryginalnej, autorskiej biżuterii. Najlepsze takie miejsce w Poznaniu. Dostępne unikatowe egzemplarze utalentowanych projektantów m.in. G. Kabirski, K. Bik, J. Pietrzkiewicz.","Przyjazne miejsce klientom. Doskonała oferta biżuterii artystycznej dla wymagających i odważnych osób. Szlachetne materiały, modne wzornictwo, porady stylistki, mila obsługa. Polecam. (galeria w pasażu)",,"jewelry_store, art_gallery, point_of_interest, store, establishment",,52.407786,16.930638
Verona,"61 646 30 78","Pleszewska 1, 61-136 Poznań, Polska","poniedziałek: 10:00–22:00, wtorek: 10:00–22:00, środa: 10:00–22:00, czwartek: 10:00–22:00, piątek: 10:00–22:00, sobota: 10:00–22:00, niedziela: Zamknięte",https://verona.pl/,"Obsługa na najwyższym poziomie zarówno w trakcie zakupów jak i w przypadku ,opieki’ posprzedażowej - bezproblemowa wymiana reklamowanego produktu na nowy. Polecam!","Obsługa ,podejście do klienta w salonie jest na bardzo wysokim poziomie to dbałość o każdy szczegół w wybieranej biżuterii.Pani Renata jest ekspertem z ogromną wiedzą w dziedzinie jubilerstwa. Wysłuchała z cierpliwością (co teraz jest rzadkością) czego oczekuję. Doradziła w 100%trafnie. Zakup jest piękny🥰za co bardzo dziękuję. Z pewnością wrócę .🥰 Pozdrawiam obsługę  salonu😀 . Dziękuję 🥰","Moje odkrycie w Posnanii 💪Super miła i kompetentna obsługa. Pani obsługująca była nienachalna, wysłuchała Moich potrzeb. Produkt, który zaproponowała, sprostał Moim oczekiwaniom. Biżuteria którą zakupiłam w  salonie na specjalną okazję, wzbudziła zachwyt i zainteresowanie u innych Pań i Moich znajomych . Na pewno wrócę. Polecam:)","Najlepszy salon jubilerski w Posnanii profesjonalna obsługa na wysokim poziomie Pani z doświadczeniem poświęca bardzo dużo czasu aby klient wyszedł zadowolony. Piękna biżuteria-zachwyca. Polecam miła, uśmiechnięta obsługa i piękna biżuteria.",,,"jewelry_store, point_of_interest, store, establishment",,52.3964356,16.9555068
"CHART - Pracownia Biżuterii Artystycznej","61 852 99 24","Szelągowska 13A, 61-626 Poznań, Polska","poniedziałek: 11:00–18:00, wtorek: 11:00–18:00, środa: 11:00–18:00, czwartek: 11:00–18:00, piątek: 11:00–18:00, sobota: 11:00–15:00, niedziela: Zamknięte",http://www.chart.poznan.pl/,"Profesjonalne usługi i sympatyczna usługa. Wyroby wysokiej jakości, niepowtarzalne i słusznej cenie. Polecam","Czasem na swojej drodze możemy spotkać ludzi dla których wykonywany zawód jest sensem życia. Ludzi dla których praca staje się sztuką. Takim człowiekiem jest Pan Hubert - człowiek dla którego bycie Artystą jest codziennością i czymś normalnym. Cieszę się że mogłem skorzystać z Pana usług. Jestem z Warszawy i przyjechałem specjalnie po to, aby to Pan mógł przygotować pierścionek zaręczynowy dla mojej kobiety. Ceny rewelacyjne, kamień dobrany i zamówiony specjalnie pod moje zamówienie - cena za sam kamień co najmniej 30-40% niższa niż w salonach w Warszawie. Jakość nie zakupienia w standardowych zakładach jubilerskich. Panie Hubercie dziękuję że mogłem być Pana klientem.","Perfekcyjnie wykonany pierścionek zaręczynowy, narzeczona baaardzo zadowolona. Dziękuję bardzo za fachowe porady i delikatną zmianę mojej wizji (co wyszło oczywiście na plus). Polecam serdecznie","Mój jedyny jubiler w Poznaniu. Właściciele bardzo uprzejmi, pomocni, niezwykle profesjonalni w swoim fachu i znają się bardzo dobrze na jubilerstwie. Dokonałam już kilku zakupów i po każdym zakupie byłam bardzo zadowolona. Polecam!","Perfekcyjne wykonanie biżuterii z dbałością o każdy element. Piękna i niepowtarzalna biżuteria na każdą okazję.",,"jewelry_store, finance, store, point_of_interest, establishment",,52.4201554,16.9437975
